Umfang	ALS	ULS	TLS	Höhe Krone	ALS	ULS	TLS	Höhe Baum	ALS	ULS	TLS	Krone Durchmesser	ALS	ULS	TLS
12.5	50			3.7	7.2000003							3.7	3.7661967		
12.5		50		3.7		7.1						3.7		3.1855567	
12.5		50		3.7		7.2000003						3.7		3.1258383	
12.5		8.832993		3.7		9.1						3.7		2.1057892	
24.6	50			1.6	3.2							7.8	7.2974463		
24.6		50		1.6		2.7						7.8		6.949419	
24.6		13.58228		1.6		2.1000001						7.8		6.5977473	
24.6		19.767756		1.6		2.9						7.8		5.7582755	
28.9			23.369896	3.5			3.2					5.3			4.1726213
28.9	50			3.5	14.3							5.3	4.55658		
28.9		50		3.5		8.400001						5.3		4.8964415	
28.9		50		3.5		10.900001						5.3		4.550133	
37.2			22.226616	1.5			1.6					7.4			6.564082
37.2	50			1.5	14.6							7.4	7.121385		
37.2		50		1.5		7.5						7.4		6.663524	
37.2		50		1.5		5.4						7.4		6.7796054	
44.3			23.655487	1.8			1.5					6.9			7.2710915
44.3	50			1.8	8.400001							6.9	7.7732654		
44.3		50		1.8		6.1						6.9		7.004681	
44.3		19.508049		1.8		2.3						6.9		7.118126	
16			45.74021	9.6			2					2.6			3.9846115
16	50			9.6	11.6							2.6	3.275653		
16		50		9.6		3.9						2.6		3.9706228	
16		50		9.6		3.9						2.6		3.4339006	
47.2	50			2.2	5.3							8.1	7.707338		
55.2	50			3	7.7000003							6.9	6.902217		
46.1	50			2.5	11.6							7.4	5.7012863		
46.1		50		2.5		3.9						7.4		6.0810084	
46.1		23.87043		2.5		1.9						7.4		5.477206	
36	50			2.1	8.6							7	8.767987		
36		50		2.1		2.4						7		8.801012	
36		50		2.1		2.2						7		7.8078246	
32.9	50			3	8.3							7.3	6.7207303		
32.9		50		3		4.4						7.3		7.992671	
32.9		25.698454		3		1.9						7.3		6.7182984	
37.4	50			2	14.2							6.4	4.6129785		
57.8	50			3	11.5							8	6.4359484		
55.5	50			3	8.7							8.2	8.372504		
39.9	50			2	9.2							7.3	4.8750696		
22.5	50			1.2	4.4							5.3	3.20738		
45.4	50			2	8.8							7.8	5.3699446		
48	50			3.7	8.8							6.8	6.3245196		
45.6	50			1.6	8.400001							7.1	5.994054		
54.3	50			4.3	14							7.7	5.3642254		
43.3	50			2	18.4							5.8	5.065799		
50.8	50			2.5	10							8.7	7.408711		
24	50			8.4	15.1							4.3	5.344908		
24		50		8.4		8.6						4.3		5.042871	
24		21.05859		8.4		13.2						4.3		4.1063695	
28.8	50			9.6	12.3							8.7	6.87101		
28.8			23.035975	9.6			7.8					8.7			10.300387
28.8		50		9.6		7.5						8.7		7.164178	
28.8		51.94057		9.6		12.7						8.7		6.404668	
32.3	50			1.8	5.2000003							10.2	7.1160197		
32.3			27.597126	1.8			2.4					10.2			17.325842
32.3		50		1.8		3.7						10.2		8.51125	
32.3		27.600962		1.8		3.7						10.2		6.137666	
33.4	50			8.5	11.6							9.1	6.4008803		
33.4			26.095592	8.5			10					9.1			7.566523
33.4		50		8.5		10.3						9.1		7.3628597	
33.4		50		8.5		10.5						9.1		7.1710725	
4.2	50			2.2	6.4							3.3	2.661309		
4.2			15.708901	2.2			6					3.3			2.9856184
4.2		50		2.2		6.1						3.3		3.227914	
4.2		50		2.2		6.3						3.3		3.2367923	
9.1	21.857399			5.3	2.8							4.2	1.778322		
9.1			13.994445	5.3			2.3					4.2			2.385074
9.1		50		5.3		2.5						4.2		2.0328932	
9.1		50		5.3		5.2000003						4.2		1.5867653	
34.6	50			12	9.900001							7.8	8.25428		
34.6		50		12		9.7						7.8		7.9782624	
34.6		28.945875		12		14.6						7.8		7.2096972	
52.5			40.92909	12.9			9					13.6			11.368659
52.5	50			12.9	6.5							13.6	11.925252		
52.5		50		12.9		5.4						13.6		11.789862	
52.5		35.84774		12.9		6.1						13.6		11.755943	
8.5	50			14.1	12.6							5.3	2.7279212		
42.9			25.279219	3.5			3.1000001					15			12.191279
42.9	50			3.5	4.4							15	12.464979		
42.9		50		3.5		3.6000001						15		12.819337	
42.9		23.210434		3.5		3.4						15		11.844666	
19.5	50			8.7	16.4							6.2	4.2242346		
19.5		50		8.7		10.1						6.2		4.3760257	
19.5		34.054737		8.7		10.900001						6.2		3.0299265	
18.2	50			8.7	14.8							6.2	5.583781		
18.2		19.695446		8.7		11.6						6.2		6.194006	
18.2		15.678636		8.7		13.7						6.2		5.1626196	
16	50			9	7.5							6.8	3.8551464		
16		14.059709		9		4.5						6.8		6.328173	
16		16.628393		9		6.1						6.8		5.1575627	
11.9	50			3.5	0							5.8	2.4131873		
11.9		50		3.5		4.5						5.8		5.2755904	
11.9		25.931438		3.5		5						5.8		3.4593737	
12.5		25.444132		3.5		0						9.4		1.3448743	
12.5		11.375775		3.5		0						9.4		1.0080572	
17.8	50			3.5	8.6							9.4	7.0334806		
17.8		29.381126		3.5		7.8						9.4		9.365371	
17.8		22.464584		3.5		6.8						9.4		8.005186	
5.5		23.040703		3.5		0						9.4		0.79544896	
5.5		16.38422		3.5		5.7000003						9.4		1.5580559	
11.3	50			7	3.4							4.6	4.8499417		
11.3		50		7		2.9						4.6		5.2216754	
11.3		20.924868		7		3.9						4.6		3.5097747	
24.8			21.259663	4.5			2.6000001					11.7			10.108221
24.8	50			4.5	5.1							11.7	10.650884		
24.8		17.186165		4.5		2.6000001						11.7		11.256362	
24.8		21.733849		4.5		4.6						11.7		10.072478	
15.9			15.700696	4.5			4.2000003					9.8			6.1623435
15.9	50			4.5	6.6							9.8	5.6003046		
15.9		50		4.5		5						9.8		6.388283	
15.9		16.826733		4.5		3.4						9.8		6.84191	
21	50			2	7.8							6.2	6.2293973		
21		50		2		5.3						6.2		6.2928677	
21		29.932753		2		2.8						6.2		5.702622	
13	50			4.5	3							7.8	6.2281337		
13		50		4.5		1.9						7.8		7.2817245	
13		4.641675		4.5		2.7						7.8		6.371954	
21	50			4	11.400001							5	3.9463947		
21		50		4		9.900001						5		5.572033	
21		22.559		4		6.1						5		3.8046746	
14.5	50			8.9	10.1							6.4	5.193654		
14.5		50		8.9		9						6.4		5.5180087	
14.5		11.026517		8.9		9.400001						6.4		4.115074	
9	50			2	0							9.6	1.4249947		
9		50		2		6						9.6		3.831767	
9		13.207653		2		5.7000003						9.6		2.7251651	
22.1	50			2	12.8							9.6	3.4545524		
22.1		50		2		6.7000003						9.6		3.7191086	
22.1		14.880074		2		7						9.6		2.7754939	
8.1	50			3.5	11.7							5.6	4.0168953		
8.1		50		3.5		10.1						5.6		4.497708	
8.1		14.580381		3.5		11.1						5.6		2.6211216	
6.1		50		6.2		8						10.2		1.5326277	
6.1		14.429087		6.2		0						10.2		0.9904927	
22.1	50			6.2	8.8							10.2	6.07406		
22.1		50		6.2		4.5						10.2		6.8387275	
22.1		15.811279		6.2		5.2000003						10.2		5.089295	
19.2	50			6.4	11.2							7.4	7.2103763		
19.2		50		6.4		8.400001						7.4		7.0200343	
19.2		15.7304		6.4		7.6						7.4		5.9443097	
20.3	50			9.8	14.6							7	6.727684		
20.3		50		9.8		12.6						7		6.7739305	
20.3		20.439747		9.8		12.8						7		5.296527	
19.9	50			4.8	5.2000003							7.4	6.4432845		
19.9		50		4.8		3.6000001						7.4		7.475073	
19.9		29.94332		4.8		4.6						7.4		5.8822722	
29.8	50			11	11.900001							8.2	8.045479		
29.8		50		11		7.4						8.2		8.145923	
29.8		26.428864		11		9.8						8.2		6.8805428	
46	50			11.8	10.1							11.3	11.617781		
46		50		11.8		9.2						11.3		11.083045	
46		32.280506		11.8		9.3						11.3		10.055939	
91.3	50			10	12.1							16.6	17.131338		
91.3		50		10		10.8						16.6		16.911947	
91.3		79.340935		10		10.6						16.6		15.9276905	
33.1	50			1.4	9.1							7.3	6.121008		
33.1		50		1.4		1.6						7.3		6.7233167	
33.1		70.18786		1.4		2.4						7.3		5.7751637	
40.2	50			7.9	5.9							8.4	10.368488		
40.2		50		7.9		5.1						8.4		9.869303	
40.2		27.773289		7.9		4.7000003						8.4		8.972491	
36.9	50			6	8.900001							12.7	11.829688		
36.9		19.347572		6		4.1						12.7		11.580868	
36.9		37.835808		6		4.9						12.7		10.5226	
19.5	50			2	4.1							7.4	6.837058		
19.5		25.356215		2		1.5						7.4		6.525709	
19.5		18.085575		2		4.6						7.4		5.8472333	
19.3	50			10.6	6.4							8.1	5.89212		
19.3		34.43414		10.6		1.7						8.1		6.6198583	
19.3		69.41659		10.6		6						8.1		5.3742075	
32.4	50			8	8.8							8.8	10.894093		
32.4		50		8		7.5						8.8		10.608892	
32.4		25.151085		8		8.8						8.8		9.286782	
17.9	50			10.2	6.4							4.8	7.6124		
17.9		27.36406		10.2		3.4						4.8		7.7008524	
17.9		27.372911		10.2		4.1						4.8		6.3172626	
23.3	50			7.2	12.3							8.8	6.0667343		
23.3		50		7.2		8						8.8		6.0593815	
23.3		17.872452		7.2		8.400001						8.8		4.926433	
21.5	50			10.8	11.900001							7.2	5.819961		
21.5		50		10.8		5						7.2		5.6554193	
21.5		11.047995		10.8		4.4						7.2		4.710671	
17.6	50			10	11							6.5	5.768507		
17.6		50		10		9.900001						6.5		6.0007586	
17.6		41.79097		10		10.3						6.5		4.3965263	
14.8	21.519869			13.3	16.2							5.6	2.6820314		
14.8		30.336395		13.3		12.8						5.6		2.8939993	
14.8		17.404362		13.3		14.900001						5.6		2.5105305	
30.4	50			16.9	19.6							6	6.2706394		
30.4		31.80353		16.9		5.2000003						6		5.778571	
30.4		28.502285		16.9		17.9						6		4.7334714	
19.2	50			6.6	3							8.6	5.510524		
36.9			28.358349	1.6			1.4					9.4			8.190945
36.9	50			1.6	4.5							9.4	7.640668		
36.9		50		1.6		3.2						9.4		7.3405876	
36.9		25.337801		1.6		1.7						9.4		7.3575163	
23.5			26.114794	4			1.4					4.7			4.150277
23.5	50			4	9.5							4.7	3.6384406		
23.5		50		4		2.9						4.7		4.9471574	
23.5		50		4		4.7000003						4.7		4.708041	
30			55.326427	1.6			1.4					5.2			4.7407665
30	50			1.6	4.6							5.2	4.638444		
30		21.394646		1.6		1.7						5.2		5.1702547	
30		50		1.6		2.6000001						5.2		5.0846553	
24	50			16.6	15.7							6.2	7.2770286		
24		50		16.6		15.1						6.2		6.952815	
24		25.86156		16.6		15.1						6.2		5.5196385	
40	50			21	22.9							6.2	5.624617		
40			28.535402	21			2.3					6.2			5.514816
40		50		21		7						6.2		5.642653	
40		36.67151		21		7						6.2		5.8108125	
45	50			6.3	10							8.1	7.0160165		
45			34.530975	6.3			6.3					8.1			6.9013615
45		32.438545		6.3		9.1						8.1		7.39228	
45		26.467854		6.3		8.1						8.1		7.458022	
32.5	22.803022			7.3	11.5							7	6.168073		
32.5			26.83428	7.3			7					7			9.672754
32.5		26.44453		7.3		7.6						7		6.83416	
32.5		35.06518		7.3		7.4						7		6.563828	
48.2	50			11.8	22.300001							6.7	6.6265306		
48.2			36.045963	11.8			11.6					6.7			6.6436152
48.2		21.579203		11.8		11.900001						6.7		7.024402	
48.2		43.709484		11.8		11.7						6.7		6.9784884	
47	50			6.2	8							10.7	7.654028		
47			37.44984	6.2			2.3					10.7			12.577754
47		18.2447		6.2		6.4						10.7		8.277661	
47		43.69753		6.2		6.2000003						10.7		8.527221	
38	50			9.9	14.900001							6.8	6.4129295		
38			27.434507	9.9			2.2					6.8			6.1140804
38		50		9.9		2.3						6.8		6.6028285	
38		44.15038		9.9		2.9						6.8		6.662936	
30.5	50			5.4	16.1							6.1	5.6814075		
30.5			28.875463	5.4			7.1					6.1			5.6048913
30.5		29.62263		5.4		6.4						6.1		6.0334563	
30.5		23.987553		5.4		6.3						6.1		6.0551176	
45.2	50			21.8	21.4							6.6	5.8295517		
45.2			27.035961	21.8			1.4					6.6			5.8696365
45.2		40.434753		21.8		18.4						6.6		6.4291077	
45.2		43.765232		21.8		18.9						6.6		6.2635403	
36.6	50			13.6	22.9							7.3	3.3656487		
36.6			28.159464	13.6			8					7.3			3.7420962
36.6		19.524467		13.6		21.5						7.3		3.8384511	
36.6		33.947117		13.6		21.2						7.3		3.8683083	
33	50			13.3	21.2							6.5	4.014084		
33			20.879625	13.3			8.8					6.5			5.5604615
33		50		13.3		19.4						6.5		5.032835	
33		28.719202		13.3		17.9						6.5		5.022889	
41	50			6.6	15.400001							8.2	6.2174973		
41			28.110325	6.6			5.6					8.2			5.9890313
41		16.415949		6.6		11.900001						8.2		6.597731	
41		50		6.6		14.2						8.2		6.0401516	
49.9	50			12.9	20.1							7.8	7.7414346		
49.9			35.35391	12.9			12.3					7.8			7.6062765
49.9		34.298077		12.9		17.4						7.8		8.046914	
49.9		45.707554		12.9		16.1						7.8		7.8868017	
24.2			19.826708	6.4			5.7000003					4.9			3.2566922
24.2	50			6.4	10.7							4.9	3.4842637		
24.2		50		6.4		6.2000003						4.9		4.131599	
24.2		14.923838		6.4		7.3						4.9		4.055592	
51.7	50			13.2	19.1							9.4	9.046848		
47.3	50			15.2	19.6							9.2	8.668658		
45	50			13	17.800001							9.9	7.321886		
51.5	11.830866			6.5	1.4							10.1	9.160979		
51.5		26.4632		6.5		4.2000003						10.1		8.864106	
51.5		32.295036		6.5		5.8						10.1		8.257678	
59.6	20.355692			6.7	1.9							11.1	9.730217		
59.6		52.70586		6.7		5.3						11.1		9.539857	
59.6		26.811958		6.7		5						11.1		8.996423	
46	50			11.5	13.8							6.6	6.809835		
46		138.74138		11.5		13.8						6.6		7.1759267	
46		20.251877		11.5		12.400001						6.6		6.494476	
62.4	50			14.2	3.8							11.5	7.0163403		
49	50			6	11.6							7.8	7.775685		
49		26.407757		6		5.6						7.8		7.153685	
49		35.631172		6		6						7.8		6.495335	
24.1	50			12.3	17.4							4.6	4.268102		
24.1		75.716225		12.3		11.8						4.6		4.4461675	
24.1		22.35806		12.3		11.900001						4.6		3.261468	
49.3	50			12.2	1.4							9.5	8.266754		
49.3		27.763578		12.2		1.4						9.5		7.8946815	
49.3		40.025414		12.2		2						9.5		6.923704	
52	50			7.6	2							8.8	9.089584		
52		46.01333		7.6		5.8						8.8		8.989778	
52		32.333214		7.6		2.2						8.8		7.4682074	
39.3	50			16.5	20							7.7	7.610316		
39.3		60.360466		16.5		16.1						7.7		7.5105925	
39.3		28.550264		16.5		18.5						7.7		6.316745	
33.5	50			7.5	2							5.6	6.1013317		
33.5		66.1404		7.5		10.1						5.6		5.811073	
33.5		33.332054		7.5		1.6						5.6		4.8237586	
24.6	50			6.6	15.900001							4.6	3.187755		
24.6		21.877457		6.6		5.9						4.6		4.250079	
24.6		16.296879		6.6		8.2						4.6		3.5244598	
33.5	50			2.3	13.8							5.7	6.3649645		
33.5		29.834684		2.3		9.5						5.7		6.0408516	
33.5		30.848		2.3		10.7						5.7		4.9413476	
30.7	33.03321			25.4	1.5							5.3	3.1415057		
30.7		99.07922		25.4		1.5						5.3		3.332063	
30.7		17.325535		25.4		1.9						5.3		2.802516	
49.3	50			12.1	15.5							10.2	8.41014		
49.3		22.02351		12.1		2.5						10.2		8.036134	
49.3		36.132458		12.1		12.2						10.2		7.1263976	
61	32.79505			11	1.4							11.1	9.958303		
61		51.734226		11		11.2						11.1		10.285286	
61		45.02872		11		11.900001						11.1		9.109289	
25.4	23.076756			13.2	1.4							5.3	2.8253975		
25.4		22.571417		13.2		10.7						5.3		3.5630863	
25.4		16.28585		13.2		11.400001						5.3		2.807242	
52.1	50			11.8	11.2							9.4	7.9491267		
50.8	50			13	3.2							10.6	9.298265		
51.9	50			13.2	14.3							9.8	9.122009		
55.2	36.40448			7.4	16.2							10.6	7.7392135		
40.8	50			7.3	1.8000001							9.4	5.4661226		
58.9	50			13.1	6.3							11.1	6.864587		
46.1	50			10.1	14.2							9.1	5.526987		
51	50			6.4	13.5							7.2	10.189598		
58.4	50			5	5							10	9.297139		
53.1	28.536404			14.5	1.5							9.5	11.188968		
53.1		23.516617		14.5		1.5						9.5		10.481664	
53.1		19.666111		14.5		2.1000001						9.5		9.3784895	
50.3	50			6.3	1.8000001							8.2	8.785844		
50.3		44.307564		6.3		1.5						8.2		8.638592	
50.3		49.33785		6.3		1.9						8.2		7.3828955	
41.8	50.247158			14.6	16.800001							6.3	6.70513		
41.8		24.493292		14.6		13.900001						6.3		6.5214114	
41.8		21.386086		14.6		16.1						6.3		5.837825	
51.1	50			11.2	15.900001							9.8	8.594482		
51.1		41.644108		11.2		10.3						9.8		8.235924	
51.1		37.039196		11.2		10.2						9.8		7.396695	
36	50			6.5	7.2000003							8.3	8.027796		
36		13.074287		6.5		5.9						8.3		7.85409	
36		31.55286		6.5		6.3						8.3		7.17679	
58.2	22.61198			6.8	1.6							11.8	10.365316		
58.2		40.005142		6.8		3.7						11.8		10.057816	
58.2		27.95211		6.8		1.8000001						11.8		8.933151	
47.7	50			14.7	16.5							8.9	8.271556		
47.7		42.573383		14.7		16.4						8.9		7.9980483	
47.7		30.88435		14.7		16.4						8.9		7.233276	
31.6	50			11.6	16.5							7	6.001133		
31.6		17.056398		11.6		14.400001						7		6.2675323	
31.6		23.924402		11.6		15.400001						7		5.015212	
49.3	50			18.7	2.2							9.8	7.232062		
49.3		30.674198		18.7		1.9						9.8		7.4587054	
49.3		42.51324		18.7		19.1						9.8		6.5307145	
46.9	50			6.5	11.7							8.7	8.092247		
31.7	50			2	2.1000001							9.7	5.165279		
58	50			13.3	12							10.8	8.311917		
36	50			11.9	18.7							7.8	6.896885		
47.4	50			11.5	16.300001							8.8	7.0075803		
53.6	50			12.7	15.6							10.1	9.686027		
45.1	50			7.3	13.900001							8.2	5.6447935		
49.7	50			10.3	16.6							8.4	7.317721		
61	22.846281			13.7	2							10.8	10.060696		
61		18.578108		13.7		1.4						10.8		9.59336	
61		29.458168		13.7		1.5						10.8		8.919575	
45.4	22.73048			7	15.3							7.8	7.8147273		
45.4		35.158077		7		9.3						7.8		7.6027875	
45.4		32.07001		7		9.7						7.8		6.5017986	
40.7	68.54875			5	16.800001							9.6	7.566905		
40.7		57.53728		5		15.900001						9.6		7.2605424	
40.7		51.205235		5		16.2						9.6		6.789525	
46.6	50			14.3	18.800001							9.4	7.94075		
46.6		29.36236		14.3		13						9.4		7.665506	
46.6		34.811478		14.3		14.2						9.4		7.08832	
43.9	50			6	15.900001							8	7.4639916		
43.9		25.380224		6		4.8						8		6.9938807	
43.9		32.07207		6		4.9						8		6.4412794	
49.2	50			6.3	1.7							11.2	9.469513		
49.2		54.874527		6.3		1.7						11.2		9.654418	
49.2		23.286928		6.3		3.1000001						11.2		8.877459	
44.7	41.959774			13.1	23.2							9.4	7.689659		
44.7		27.395391		13.1		15						9.4		7.3041244	
44.7		27.838701		13.1		18.6						9.4		6.373006	
50.7	50			13.6	11.6							7.9	8.356909		
50.7		33.806458		13.6		11.900001						7.9		8.005541	
50.7		34.924725		13.6		12						7.9		7.2199516	
59.1	25.290442			3.5	1.7							8.7	9.035064		
41.6	50			12.2	18.5							9.5	6.5547333		
41.6			27.764044	12.2			16.800001					9.5			6.9360437
41.6		35.69723		12.2		17						9.5		7.455689	
41.6		26.849083		12.2		16.9						9.5		8.105165	
52.7	50			12.7	19							10.9	7.142054		
43.5	50			11.7	19.300001							7.4	5.5583386		
56.5	50			14.2	14.900001							10	8.954285		
57.2	50			7.2	18							10.4	7.5101094		
51.5	50			8.1	10.900001							10.1	7.16322		
39.8	50			20.5	22.4							8.3	6.3304377		
39.8			22.223253	20.5			18.1					8.3			7.576874
39.8		19.184767		20.5		20						8.3		6.704079	
39.8		23.295088		20.5		19.7						8.3		6.428664	
56.2	50			14.9	13.2							10.9	8.822672		
47.6	50			7.1	20.1							9.2	7.107022		
53	50			14.6	20.1							8.1	8.589133		
42.1	50			12.5	13.2							9.8	7.1892934		
42.1			27.320503	12.5			11.6					9.8			7.3750405
42.1		50		12.5		11.6						9.8		7.438911	
42.1		41.99678		12.5		14.1						9.8		7.1652274	
28.9	50			3	14							7.4	4.5310283		
57	50			12.1	19.6							10.7	7.913064		
99.4			77.345505	6.4			5.5					15.4			13.103446
99.4	50			6.4	9.400001							15.4	13.636849		
99.4		50		6.4		6.8						15.4		13.521151	
99.4		75.97197		6.4		6.3						15.4		12.766994	
29			20.692053	9.9			11.1					7.1			5.590368
29	50			9.9	12.900001							7.1	6.04993		
29		50		9.9		10.6						7.1		6.646265	
29		28.019629		9.9		11.1						7.1		5.574879	
76.4	50			3	7.2000003							13.3	12.163785		
76.4		50		3		1.5						13.3		12.747501	
76.4		28.864008		3		1.5						13.3		11.747989	
77.5			59.838177	8			5.7000003					15.7			11.642436
77.5	50			8	6.2000003							15.7	12.493247		
77.5		21.614382		8		5.9						15.7		12.239085	
77.5		58.916294		8		6.5						15.7		11.773895	
8.3		50		10.3		0						3		2.499946	
8.3		50		10.3		0						3		1.6570585	
18.5	50			7.4	9.2							5.7	5.5025887		
18.5		50		7.4		8.400001						5.7		5.6443152	
18.5		25.584072		7.4		9.2						5.7		4.465441	
45.6	50			3.7	9							11.9	9.974127		
45.6		50		3.7		2						11.9		9.735379	
45.6		38.4118		3.7		3.4						11.9		8.683813	
45.3	50							15	18.656						
45.3		50						15		18.197248					
45.3		30.636105						15		18.289					
17.1	123.03681			2	5							5.8	6.0517516		
17.1		50		2		2						5.8		6.526776	
17.1		26.614887		2		1.5						5.8		5.206595	
42.6			30.972698	1			1.4					8.7			7.9601464
42.6	50			1	2.4							8.7	6.735669		
42.6		50		1		1.9						8.7		7.67404	
42.6		50.010715		1		1.4						8.7		7.779073	
34.3	50			1.3	4							9.2	5.9738126		
34.3		31.653599		1.3		1.6						9.2		6.7993474	
34.3		178.82098		1.3		1.5						9.2		6.7652993	
53.5	50			2.3	3.5							17.4	13.407201		
53.5		50		2.3		3.2						17.4		13.97084	
53.5		37.972843		2.3		2.1000001						17.4		13.976655	
23.2	50			1.7	4.7000003							10.6	5.195928		
23.2		24.673796		1.7		1.5						10.6		6.9146585	
23.2		21.627392		1.7		1.8000001						10.6		6.6822	
19.2	50			3.8	3.6000001			9.2	9.418			8.3	4.1094146		
19.2		50		3.8		3		9.2		9.75375		8.3		5.5534296	
19.2		16.774794		3.8		3.5		9.2		10.0772505		8.3		5.379555	
21.7	50			2.1	8.1			10.9	19.881			12.8	5.889259		
21.7		50		2.1		2.3		10.9		19.150501		12.8		7.3938193	
21.7		21.950392		2.1		4.4		10.9		18.2695		12.8		6.2174406	
25.5	50			3.5	10.5							9.5	9.099568		
25.5		50		3.5		7.6						9.5		9.595772	
25.5		26.39927		3.5		8.3						9.5		8.356116	
57.8	50			3.5	15.1							16.4	12.064851		
57.8		14.1576		3.5		7.2000003						16.4		11.7335	
57.8		42.683582		3.5		9.7						16.4		10.570413	
40.6	50			4.4	9.5							11.9	7.5282307		
40.6			30.780983	4.4			4.7000003					11.9			20.638199
40.6		50		4.4		5.7000003						11.9		9.190288	
40.6		28.991383		4.4		6.4						11.9		7.798239	
23	50			5.9	11.400001							10.1	6.4444604		
23			18.41766	5.9			8.900001					10.1			6.7965465
23		50.404835		5.9		9.3						10.1		6.836448	
23		20.057903		5.9		10						10.1		5.7599244	
11	50							2	4.045						
11		58.462543						2		2.9527497					
11		42.496918						2		4.37575					
11.5	50			1.5	10.8			20.5	16.992			4.2	3.1409843		
11.5		34.649162		1.5		1.5		20.5		17.10275		4.2		3.723806	
11.5		17.806915		1.5		10.7		20.5		17.212		4.2		3.010088	
82.4	34.031197			9.4	1.4							21.8	16.846651		
82.4		77.413765		9.4		1.4						21.8		17.086645	
82.4		83.97722		9.4		1.5						21.8		16.003218	
41.9	50			1.3	2.8							12.6	11.141484		
41.9		34.632866		1.3		1.8000001						12.6		10.962182	
41.9		18.273262		1.3		1.6						12.6		9.417817	
51.8	50			2.5	4.4							13.9	11.86822		
51.8		50		2.5		2.3						13.9		12.566546	
51.8		136.43303		2.5		1.4						13.9		11.27992	
15.7	50			1.6	3.9							8.4	3.7194164		
15.7		50		1.6		1.6						8.4		5.5609255	
15.7		18.005861		1.6		2						8.4		4.408722	
25.1	50			1	6.8							11.8	4.379733		
25.1		50		1		3.4						11.8		6.1313896	
25.1		22.390669		1		4.3						11.8		5.045263	
23.7	50			3.7	8.8							8.6	6.4378977		
23.7		50		3.7		2.9						8.6		6.951375	
23.7		24.357141		3.7		3.4						8.6		6.1627326	
21.3	50			3.1	3.1000001							12.2	6.540432		
21.3		50		3.1		2.3						12.2		7.765396	
21.3		18.931423		3.1		2.8						12.2		6.9276853	
38.5	50			15.9	12							11.8	8.186917		
38.5		50		15.9		2.5						11.8		8.312536	
38.5		36.096645		15.9		2.6000001						11.8		6.9101505	
11.2	50			1.3	2.8			11.1	10.896			8.8	5.1650133		
11.2		25.510077		1.3		1.4		11.1		10.68125		8.8		5.4708414	
11.2		50		1.3		1.5		11.1		9.92775		8.8		5.424075	
57.5	50			13.6	18.800001							11.8	14.346345		
57.5			35.09367	13.6			8.8					11.8			28.943842
57.5		50		13.6		17.7						11.8		14.075596	
57.5		40.812164		13.6		17.9						11.8		14.179616	
48.6	50			3	6							9.4	8.671044		
48.6			37.295265	3			4.3					9.4			8.257282
48.6		50		3		4.3						9.4		8.7044525	
48.6		30.87162		3		4.3						9.4		8.32296	
23.2	50			4.9	17.2							6.1	3.6981008		
23.2		50		4.9		3.9						6.1		4.8074055	
23.2		17.710978		4.9		4.4						6.1		4.436527	
55.4	50			4.1	19.5							9.9	10.511637		
55.4		50		4.1		12.6						9.9		10.194234	
55.4		40.72177		4.1		18						9.9		9.715708	
58.4	50			3.1	11.3							14.1	12.413977		
58.4		50		3.1		3.8						14.1		12.356436	
58.4		29.336706		3.1		3.7						14.1		11.525021	
23.1	50			2	8.3							8.2	6.946141		
23.1		50		2		1.9						8.2		7.0752625	
23.1		20.195549		2		2.2						8.2		5.964944	
25	50			12.1	12.6							9.8	8.444386		
25		50		12.1		12.3						9.8		8.081161	
25		17.77905		12.1		13.1						9.8		6.707459	
13.3	50			3.1	5.4			9.7	10.08			4.7	2.7198431		
13.3		50		3.1		2.4		9.7		10.578		4.7		3.9509442	
13.3		50		3.1		7.2000003		9.7		9.972		4.7		2.0409083	
19	50			0.8	7.5			20.6	19.607			7.3	2.9988031		
19		16.897766		0.8		1.4		20.6		19.31575		7.3		4.279155	
19		30.309265		0.8		4.5		20.6		19.48575		7.3		3.2543552	
18.4	50			0.6	1.8000001			18	17.17			8.8	6.06651		
18.4		37.89007		0.6		1.4		18		15.976749		8.8		6.689406	
18.4		29.50029		0.6		1.5		18		17.4425		8.8		5.302838	
39.8	50			3.5	2.6000001							15.2	11.112948		
39.8		50		3.5		2.3						15.2		11.1020775	
39.8		31.053534		3.5		1.9						15.2		9.944598	
7.6	50			1.5	2.9			7.3	10.084			7.9	2.9182682		
7.6		50		1.5		1.6		7.3		9.97775		7.9		4.0619907	
7.6		305.75598		1.5		0		7.3		9.97975		7.9		3.0389023	
54	30.953997			2.5	1.5							11.1	10.898622		
54		31.833517		2.5		1.5						11.1		11.334355	
54		31.382877		2.5		1.4						11.1		10.568677	
59.5	50			10.9	8.3							10.7	11.988988		
59.5		50		10.9		7.8						10.7		11.965477	
59.5		34.15373		10.9		8.6						10.7		11.466368	
60.3	50			12.2	18.4							19	12.112618		
60.3		50		12.2		9.2						19		12.510945	
60.3		46.42059		12.2		17.7						19		11.111247	
15.6	50			4.8	7							11.8	5.181658		
15.6		50		4.8		5.5						11.8		5.4775	
15.6		50		4.8		6.4						11.8		4.267976	
9.2	50			1.3	2			10.3	12.449			7.7	4.300672		
9.2		27.512337		1.3		1.5		10.3		11.7422495		7.7		4.6273894	
9.2		50		1.3		1.4		10.3		11.967		7.7		3.6480443	
28.2	50			2	2.9							12.2	9.021653		
28.2		50		2		2.6000001						12.2		9.753938	
28.2		27.91357		2		1.8000001						12.2		8.5305605	
